,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1522,1522,1695,2178,2178,2178,2178,2178,GS Kallithea,Georgios Koulakiotis,05/05/1977,Centre-Back,Retired,01/07/2010,free transfer,01/07/2008
1523,1523,1696,2179,2179,2179,2179,2179,GS Kallithea,Panagiotis Koliakis,10/08/1986,Goalkeeper,Unknown,01/07/2011,free transfer,01/07/2010
1524,1524,1697,2181,2181,2181,2181,2181,GS Kallithea,Panagiotis Bartzokas,09/09/1975,Goalkeeper,Retired,01/07/2012,?,01/07/2011
1525,1525,1699,2183,2183,2183,2183,2183,APO Levadiakos,Rastislav Lazorik,16/04/1973,Centre-Forward,Retired,01/01/2009,free transfer,19/07/2008
1526,1526,1702,2188,2188,2188,2188,2188,APO Levadiakos,Alex José de Paula,13/09/1981,Centre-Forward,Unknown,01/01/2019,?,01/01/2015
1527,1527,1704,2190,2190,2190,2190,2190,APO Levadiakos,Mirnes Sisic,08/08/1981,Right Winger,Retired,01/07/2015,-,13/11/2014
1528,1528,1708,2194,2194,2194,2194,2194,APO Levadiakos,Ivan Rusev,10/05/1979,Attacking Midfield,Retired,01/01/2019,?,25/01/2016
1529,1529,1710,2197,2197,2197,2197,2197,APO Levadiakos,Danilo Goiano,21/02/1983,Central Midfield,Retired,18/04/2016,free transfer,11/12/2015
1530,1530,1713,2200,2200,2200,2200,2200,APO Levadiakos,Miguel Mea Vitali,19/02/1981,Defensive Midfield,Retired,01/01/2018,free transfer,01/07/2014
1531,1531,1716,2203,2203,2203,2203,2203,APO Levadiakos,Konstantinos Kallimanis,13/02/1976,Right-Back,Retired,01/07/2012,free transfer,01/07/2011
1532,1532,1717,2204,2204,2204,2204,2204,APO Levadiakos,Panagiotis Macheras,12/09/1976,Left-Back,Retired,01/07/2011,free transfer,01/07/2010
1533,1533,1718,2205,2205,2205,2205,2205,APO Levadiakos,Carlos Massara,19/06/1978,Left-Back,Retired,01/07/2012,free transfer,01/07/2011
1534,1534,1719,2207,2207,2207,2207,2207,APO Levadiakos,Vasilios Kotsou,18/04/1987,Centre-Back,Unknown,09/09/2017,free transfer,01/07/2015
1535,1535,1720,2208,2208,2208,2208,2208,APO Levadiakos,Theopistos Papadopoulos,03/05/1975,Centre-Back,Retired,01/07/2012,free transfer,01/07/2010
1536,1536,1721,2209,2209,2209,2209,2209,APO Levadiakos,Anderson do Ó,14/12/1980,Centre-Back,Retired,01/07/2016,free transfer,26/02/2016
1537,1537,1722,2210,2210,2210,2210,2210,APO Levadiakos,Nikolaos Dimitropoulos,02/04/1978,Centre-Back,Retired,01/07/2009,free transfer,01/07/2008
1538,1538,1726,2216,2216,2216,2216,2216,APO Levadiakos,Nikolaos Zafiropoulos,08/01/1974,Goalkeeper,Retired,01/07/2010,free transfer,01/07/2007
1539,1539,1727,2217,2217,2217,2217,2217,Akratitos Ano Liosion,Edu Sales,13/12/1977,Centre-Forward,Retired,01/06/2011,free transfer,01/03/2011
1540,1540,1729,2220,2220,2220,2220,2220,Akratitos Ano Liosion,Samba Sow,14/01/1984,Centre-Forward,Retired,01/07/2011,free transfer,01/07/2010
1541,1541,1730,2221,2221,2221,2221,2221,Akratitos Ano Liosion,Froylán Ledezma,02/01/1978,Centre-Forward,Retired,20/07/2012,free transfer,01/01/2012
1542,1542,1731,2222,2222,2222,2222,2222,Akratitos Ano Liosion,Lucas de Francesco,21/09/1981,Centre-Forward,Retired,01/07/2019,-,01/01/2019
1543,1543,1734,2226,2226,2226,2226,2226,Akratitos Ano Liosion,Roberto Merino,19/05/1982,Attacking Midfield,Retired,01/01/2020,free transfer,03/12/2019
1544,1544,1735,2227,2227,2227,2227,2227,Akratitos Ano Liosion,Lucian Marinescu,26/06/1972,Attacking Midfield,Retired,01/07/2006,free transfer,01/07/2005
1545,1545,1736,2228,2228,2228,2228,2228,Akratitos Ano Liosion,Nikola Vujovic,23/06/1981,Left Midfield,Retired,31/12/2017,?,21/07/2017
1546,1546,1737,2230,2230,2230,2230,2230,Akratitos Ano Liosion,Manolis Skoufalis,21/08/1978,Right Midfield,Retired,12/12/2014,free transfer,29/07/2014
1547,1547,1738,2231,2231,2231,2231,2231,Akratitos Ano Liosion,Laurent Macquet,11/08/1979,Central Midfield,Retired,01/07/2013,-,01/09/2011
1548,1548,1739,2232,2232,2232,2232,2232,Akratitos Ano Liosion,Sven Vandenbroeck,22/09/1979,Defensive Midfield,Retired,01/01/2010,free transfer,01/01/2009
1549,1549,1740,2233,2233,2233,2233,2233,Akratitos Ano Liosion,Stathis Kappos,31/07/1979,Right-Back,Unknown,01/07/2010,free transfer,01/07/2009
1550,1550,1743,2236,2236,2236,2236,2236,Akratitos Ano Liosion,Konstantinos Pagonis,11/09/1985,Left-Back,Retired,06/04/2016,free transfer,07/01/2016
1551,1551,1744,2239,2239,2239,2239,2239,Akratitos Ano Liosion,Paolo Vanoli,12/08/1972,Left-Back,Retired,01/07/2007,?,01/07/2006
1552,1552,1748,2244,2244,2244,2244,2244,Akratitos Ano Liosion,Berny Peña,19/10/1980,Centre-Back,Retired,01/07/2012,free transfer,01/07/2011
1553,1553,1749,2245,2245,2245,2245,2245,Akratitos Ano Liosion,Konstantinos Bantas,16/07/1976,Centre-Back,Retired,01/07/2011,free transfer,01/07/2010
1554,1554,1751,2247,2247,2247,2247,2247,Akratitos Ano Liosion,Giannis Sfakianakis,06/02/1976,Centre-Back,Retired,01/07/2014,free transfer,01/07/2013
1555,1555,1754,2250,2250,2250,2250,2250,Akratitos Ano Liosion,Panagiotis Giannopoulos,30/09/1980,Defender,Retired,01/01/2010,free transfer,01/07/2009
1556,1556,1755,2251,2251,2251,2251,2251,Akratitos Ano Liosion,Efstrat Billa,13/06/1980,,Retired,01/10/2010,free transfer,01/07/2008
1557,1557,1758,2254,2254,2254,2254,2254,Akratitos Ano Liosion,Sotiris Lyberopoulos,29/06/1977,Goalkeeper,Retired,01/07/2017,free transfer,01/07/2015
1558,1558,1759,2255,2255,2255,2255,2255,Apollon Kalamarias,Aílton,27/02/1980,Centre-Forward,Retired,01/12/2014,?,01/12/2013
1559,1559,1760,2256,2256,2256,2256,2256,Apollon Kalamarias,Karim Mouzaoui,20/11/1975,Centre-Forward,Retired,01/07/2011,free transfer,01/07/2008
1560,1560,1762,2258,2258,2258,2258,2258,Apollon Kalamarias,Christos Christoforidis,31/12/1981,Left Winger,Retired,01/01/2016,free transfer,10/01/2011
1561,1561,1764,2260,2260,2260,2260,2260,Apollon Kalamarias,Vladimir Matijasevic,10/05/1978,Attacking Midfield,Retired,01/01/2007,-,01/07/2006
1562,1562,1765,2261,2261,2261,2261,2261,Apollon Kalamarias,Cleyton,08/03/1983,Attacking Midfield,Retired,01/07/2019,-,07/09/2018
1563,1563,1766,2262,2262,2262,2262,2262,Apollon Kalamarias,Ali El Omari,27/06/1978,Left Midfield,Retired,01/07/2011,free transfer,01/02/2010
1564,1564,1767,2263,2263,2263,2263,2263,Apollon Kalamarias,Giannis Bakanos,11/04/1987,Right Midfield,Unknown,01/07/2013,free transfer,01/07/2012
1565,1565,1769,2265,2265,2265,2265,2265,Apollon Kalamarias,Dimitrios Orfanos,02/11/1982,Central Midfield,Retired,01/07/2015,free transfer,01/07/2014
1566,1566,1773,2269,2269,2269,2269,2269,Apollon Kalamarias,Michalis Bolos,10/09/1984,Defensive Midfield,Retired,01/07/2010,free transfer,01/07/2008
1567,1567,1774,2271,2271,2271,2271,2271,Apollon Kalamarias,Vasilios Myroforidis,15/04/1988,Defensive Midfield,Unknown,01/01/2013,-,01/01/2012
1568,1568,1777,2275,2275,2275,2275,2275,Apollon Kalamarias,Dimitrios Petkakis,01/08/1983,Right-Back,Retired,01/07/2018,free transfer,30/07/2016
1569,1569,1778,2276,2276,2276,2276,2276,Apollon Kalamarias,Merkourios Karaliopoulos,26/11/1977,Left-Back,Without Club,01/07/2013,free transfer,01/07/2011
1570,1570,1781,2281,2281,2281,2281,2281,Apollon Kalamarias,Michalis Nikolopoulos,26/02/1980,Centre-Back,Ban,01/07/2011,free transfer,01/07/2008
1571,1571,1786,2286,2286,2286,2286,2286,Apollon Kalamarias,Christos Kalogerakis,10/11/1984,Goalkeeper,Without Club,01/07/2017,free transfer,01/07/2015
1572,1572,1788,2288,2288,2288,2288,2288,Apollon Kalamarias,Sasa Radivojevic,10/04/1979,Goalkeeper,Retired,01/01/2014,?,01/07/2013
1573,1573,1789,2289,2289,2289,2289,2289,Apollon Kalamarias,Pavel Kovac,12/08/1974,Goalkeeper,Retired,01/07/2018,free transfer,01/07/2014
1574,1574,1790,2291,2291,2291,2291,2291,Atromitos Athen,Forkey Doe,25/12/1985,Centre-Forward,Without Club,08/04/2018,free transfer,09/02/2018
1575,1575,1791,2292,2292,2292,2292,2292,Atromitos Athen,Rafik Djebbour,08/03/1984,Centre-Forward,Retired,01/07/2018,-,03/10/2017
1576,1576,1797,2298,2298,2298,2298,2298,Atromitos Athen,Georgios Koutsis,10/09/1973,Central Midfield,Retired,01/07/2011,free transfer,01/07/2007
1577,1577,1804,2305,2305,2305,2305,2305,Atromitos Athen,Giannis Katemis,28/05/1977,Right-Back,Retired,01/07/2011,free transfer,01/07/2010
1578,1578,1808,2311,2311,2311,2311,2311,Atromitos Athen,Georgios Georgiou,24/09/1979,Centre-Back,Retired,01/07/2016,free transfer,06/01/2016
1579,1579,1809,2312,2312,2312,2312,2312,Atromitos Athen,Vangelis Dagas,14/04/1974,Centre-Back,Retired,01/07/2009,free transfer,01/01/2009
1580,1580,1810,2313,2313,2313,2313,2313,Atromitos Athen,Giannis Sotirchos,06/04/1977,Centre-Back,Retired,01/07/2015,free transfer,01/07/2014
1581,1581,1811,2315,2315,2315,2315,2315,Atromitos Athen,Fotis Karagiolidis,28/08/1987,Goalkeeper,Without Club,01/07/2022,free transfer,01/09/2021
1582,1582,1812,2316,2316,2316,2316,2316,Atromitos Athen,Konstantinos Andriolas,01/05/1985,Goalkeeper,Retired,01/07/2021,free transfer,01/07/2020
1583,1583,1817,2321,2321,2321,2321,2321,AE Larisa,Alexis Gavrilopoulos,12/07/1981,Centre-Forward,Retired,01/07/2009,free transfer,01/07/2008
1584,1584,1818,2322,2322,2322,2322,2322,AE Larisa,Thierry Modo Abouna,20/05/1981,Right Winger,Unknown,01/07/2010,free transfer,01/07/2007
1585,1585,1819,2323,2323,2323,2323,2323,AE Larisa,Guga,14/03/1977,Right Winger,Retired,01/07/2010,free transfer,01/08/2007
1586,1586,1821,2325,2325,2325,2325,2325,AE Larisa,Apostolos Papakostas,02/01/1983,Attacking Midfield,Without Club,01/07/2021,free transfer,15/08/2020
1587,1587,1824,2328,2328,2328,2328,2328,AE Larisa,Ivan Nedeljkovic,15/05/1978,Left Midfield,Retired,01/07/2011,free transfer,01/07/2010
1588,1588,1825,2331,2331,2331,2331,2331,AE Larisa,Dennis Serban,05/01/1976,Central Midfield,Retired,28/02/2007,free transfer,01/07/2006
1589,1589,1827,2335,2335,2335,2335,2335,AE Larisa,Angelos Digozis,19/03/1974,Defensive Midfield,Retired,01/07/2011,free transfer,01/01/2011
1590,1590,1828,2336,2336,2336,2336,2336,AE Larisa,Vangelis Stournaras,25/10/1982,Right-Back,Retired,01/07/2019,free transfer,10/08/2017
1591,1591,1831,2342,2342,2342,2342,2342,AE Larisa,Georgios Passios,04/05/1980,Centre-Back,Retired,01/01/2007,free transfer,01/01/2006
1592,1592,1834,2345,2345,2345,2345,2345,AE Larisa,Hélder Cristóvão,21/03/1971,Centre-Back,Retired,01/07/2006,-,01/01/2006
1593,1593,1835,2346,2346,2346,2346,2346,AE Larisa,Nikolaos Dabizas,03/08/1973,Centre-Back,Retired,01/07/2011,free transfer,01/07/2005
1594,1594,1836,2347,2347,2347,2347,2347,AE Larisa,Spyros Christopoulos,07/10/1975,Goalkeeper,Retired,01/07/2009,free transfer,01/01/2008
1595,1595,1837,2348,2348,2348,2348,2348,AE Larisa,Fotis Kipouros,09/08/1975,Goalkeeper,Retired,01/07/2017,free transfer,08/08/2014
1596,1596,1839,2352,2352,2352,2352,2352,Panionios Athens,Tomas Oravec,03/07/1980,Centre-Forward,Retired,01/07/2019,?,14/01/2014
1597,1597,1841,2354,2354,2354,2354,2354,Panionios Athens,Mario Breska,27/12/1979,Right Winger,Retired,01/07/2018,?,11/07/2017
1598,1598,1842,2355,2355,2355,2355,2355,Panionios Athens,Simos Krassas,10/07/1982,Left Winger,Retired,06/01/2017,free transfer,26/08/2015
1599,1599,1845,2359,2359,2359,2359,2359,Panionios Athens,Fernando Navas,29/01/1977,Left Midfield,Retired,01/01/2014,?,01/07/2013
1600,1600,1846,2360,2360,2360,2360,2360,Panionios Athens,Dillon Sheppard,26/02/1979,Left Midfield,Retired,01/07/2017,free transfer,11/07/2014
1601,1601,1850,2364,2364,2364,2364,2364,Panionios Athens,Darío Fernández,24/09/1978,Central Midfield,Retired,30/01/2016,free transfer,26/07/2015
1602,1602,1854,2368,2368,2368,2368,2368,Panionios Athens,Esad Veledar,04/01/1984,midfield,Retired,01/07/2009,free transfer,01/09/2008
1603,1603,1855,2370,2370,2370,2370,2370,Panionios Athens,Vangelis Koutsopoulos,02/02/1980,Left-Back,Without Club,01/07/2016,free transfer,30/01/2016
1604,1604,1857,2372,2372,2372,2372,2372,Panionios Athens,Spyros Gitsalis,17/05/1989,Centre-Back,Without Club,01/07/2017,free transfer,01/07/2010
1605,1605,1859,2374,2374,2374,2374,2374,Panionios Athens,Mico Smiljanic,04/09/1974,Centre-Back,Retired,01/01/2013,free transfer,01/07/2012
1606,1606,1861,2376,2376,2376,2376,2376,Panionios Athens,József Gáspár,23/08/1977,Centre-Back,Retired,01/01/2012,free transfer,01/07/2009
1607,1607,1862,2377,2377,2377,2377,2377,Panionios Athens,Savvas Exouzidis,04/12/1981,Centre-Back,Retired,01/07/2019,free transfer,01/07/2017
1608,1608,1866,2381,2381,2381,2381,2381,Panionios Athens,Charalampos Tabasis,10/05/1986,Goalkeeper,Retired,09/10/2013,free transfer,03/07/2013
1609,1609,1870,2386,2386,2386,2386,2386,OFI Crete FC,Alexandros Vlastos,03/05/1985,Centre-Forward,Retired,20/12/2014,free transfer,01/07/2011
1610,1610,1874,2390,2390,2390,2390,2390,OFI Crete FC,Kabba Samura,26/10/1981,attack,Retired,01/01/2012,?,01/01/2011
1611,1611,1878,2394,2394,2394,2394,2394,OFI Crete FC,Tzvetomir Tchipev,16/08/1977,Central Midfield,Retired,01/07/2011,free transfer,01/01/2009
1612,1612,1879,2395,2395,2395,2395,2395,OFI Crete FC,Stelios Sfakianakis,19/03/1976,Central Midfield,Retired,01/07/2014,free transfer,18/07/2012
1613,1613,1881,2397,2397,2397,2397,2397,OFI Crete FC,Ednilson,25/09/1982,Defensive Midfield,Retired,01/01/2012,free transfer,01/07/2011
1614,1614,1882,2398,2398,2398,2398,2398,OFI Crete FC,Romik Khachatryan,23/08/1978,Defensive Midfield,Retired,01/07/2012,?,01/01/2012
1615,1615,1884,2401,2401,2401,2401,2401,OFI Crete FC,Steven Bryce,16/08/1977,midfield,Retired,01/04/2010,?,01/01/2010
1616,1616,1885,2402,2402,2402,2402,2402,OFI Crete FC,Konstantinos Konstantakis,13/04/1986,Right-Back,Retired,01/07/2011,free transfer,01/01/2009
1617,1617,1888,2406,2406,2406,2406,2406,OFI Crete FC,Davidson Morais,18/07/1981,Right-Back,Retired,01/01/2012,free transfer,01/07/2009
1618,1618,1889,2408,2408,2408,2408,2408,OFI Crete FC,Georgios Koltzos,13/09/1976,Left-Back,Retired,01/07/2012,free transfer,01/07/2011
1619,1619,1895,2414,2414,2414,2414,2414,OFI Crete FC,Dimitrios Arvanitis,09/08/1980,Centre-Back,Retired,01/07/2021,free transfer,27/08/2020
1620,1620,1897,2416,2416,2416,2416,2416,OFI Crete FC,Pierre Issa,11/09/1975,Centre-Back,Retired,01/07/2009,free transfer,01/07/2005
1621,1621,1900,2419,2419,2419,2419,2419,OFI Crete FC,Alexandros Kasmeridis,23/04/1986,Goalkeeper,Retired,01/07/2020,free transfer,01/07/2019
1622,1622,1902,2421,2421,2421,2421,2421,OFI Crete FC,Michalis Sifakis,09/09/1984,Goalkeeper,Retired,01/07/2018,-,14/05/2018
1623,1623,1903,2422,2422,2422,2422,2422,AO Egaleo,Leonidas Kyvelidis,08/02/1986,Centre-Forward,Retired,01/07/2022,free transfer,15/08/2021
1624,1624,1904,2423,2423,2423,2423,2423,AO Egaleo,Prokopis Saganas,23/02/1984,Centre-Forward,Retired,01/07/2021,-,01/07/2019
1625,1625,1910,2431,2431,2431,2431,2431,AO Egaleo,Georgios Barkoglou,08/07/1978,Attacking Midfield,Retired,01/07/2015,free transfer,06/09/2014
1626,1626,1915,2440,2440,2440,2440,2440,AO Egaleo,Marko Maric,25/04/1983,Defensive Midfield,Retired,01/09/2011,-,01/03/2011
1627,1627,1918,2443,2443,2443,2443,2443,AO Egaleo,Spyros Kontopoulos,23/08/1985,,Without Club,01/07/2014,free transfer,22/08/2013
1628,1628,1920,2445,2445,2445,2445,2445,AO Egaleo,Suleiman Omo,15/12/1985,midfield,Without Club,01/07/2022,free transfer,28/09/2021
1629,1629,1921,2446,2446,2446,2446,2446,AO Egaleo,Dimitrios Tsitsomitsos,10/05/1985,Right-Back,Retired,01/07/2016,free transfer,21/08/2014
1630,1630,1923,2449,2449,2449,2449,2449,AO Egaleo,Georgios Tsirogiannis,02/06/1983,Left-Back,Without Club,01/07/2013,free transfer,31/08/2012
1631,1631,1924,2451,2451,2451,2451,2451,AO Egaleo,Goran Popov,02/10/1984,Left-Back,Retired,01/07/2019,free transfer,31/08/2014
1632,1632,1926,2456,2456,2456,2456,2456,AO Egaleo,Miltiadis Gougoulakis,01/02/1977,Centre-Back,Retired,01/12/2011,free transfer,01/07/2010
1633,1633,1927,2457,2457,2457,2457,2457,AO Egaleo,Giannis Zapropoulos,20/03/1982,Centre-Back,Retired,01/07/2011,free transfer,01/07/2010
1634,1634,1931,2461,2461,2461,2461,2461,AO Egaleo,Athos Chrisostomou,06/08/1981,Goalkeeper,Without Club,01/07/2022,free transfer,01/07/2021
1635,1635,1932,2462,2462,2462,2462,2462,AO Egaleo,Luigi Cennamo,07/02/1980,Goalkeeper,Retired,01/07/2018,free transfer,05/07/2017
1636,1636,1933,2463,2463,2463,2463,2463,AO Egaleo,Pawel Kieszek,16/04/1984,Goalkeeper,Without Club,01/07/2022,free transfer,05/08/2021
1637,1637,1936,2466,2466,2466,2466,2466,Iraklis Thessaloniki,Giannis Papapostolou,04/08/1982,Centre-Forward,Without Club,01/07/2018,free transfer,01/07/2014
1638,1638,1938,2468,2468,2468,2468,2468,Iraklis Thessaloniki,Pantelis Kapetanos,08/06/1983,Centre-Forward,Retired,01/07/2019,-,30/10/2018
1639,1639,1948,2480,2480,2480,2480,2480,Iraklis Thessaloniki,Charalabos Perperidis,29/04/1986,Right-Back,Unknown,03/08/2020,free transfer,01/07/2019
1640,1640,1950,2482,2482,2482,2482,2482,Iraklis Thessaloniki,Miroslaw Sznaucner,09/05/1979,Right-Back,Retired,01/07/2013,free transfer,19/07/2012
1641,1641,1952,2484,2484,2484,2484,2484,Iraklis Thessaloniki,Bark Seghiri,08/08/1978,Centre-Back,Retired,01/07/2010,free transfer,01/07/2009
1642,1642,1954,2487,2487,2487,2487,2487,Iraklis Thessaloniki,Konstantinos Stefanis,11/04/1984,Defender,Retired,01/07/2021,free transfer,03/08/2020
1643,1643,1956,2489,2489,2489,2489,2489,Iraklis Thessaloniki,Panagiotis Dilberis,28/09/1974,Goalkeeper,Retired,01/07/2010,free transfer,01/07/2006
1644,1644,1959,2492,2492,2492,2492,2492,Skoda Xanthi,Athanasios Palaskas,14/01/1986,Centre-Forward,Without Club,01/07/2017,free transfer,21/07/2016
1645,1645,1960,2494,2494,2494,2494,2494,Skoda Xanthi,Chiquinho,28/09/1980,Centre-Forward,Retired,01/07/2011,free transfer,01/07/2010
1646,1646,1963,2497,2497,2497,2497,2497,Skoda Xanthi,Stefan Jansen,04/07/1972,Centre-Forward,Retired,01/07/2008,free transfer,01/07/2007
1647,1647,1965,2500,2500,2500,2500,2500,Skoda Xanthi,Chaly Jones,29/01/1977,Right Winger,Retired,01/07/2012,free transfer,01/07/2011
1648,1648,1969,2505,2505,2505,2505,2505,Skoda Xanthi,Dema,28/04/1983,Central Midfield,Retired,05/05/2017,?,02/01/2017
1649,1649,1970,2506,2506,2506,2506,2506,Skoda Xanthi,Stelian Carabas,02/10/1974,Central Midfield,Retired,01/07/2007,free transfer,01/01/2006
1650,1650,1971,2509,2509,2509,2509,2509,Skoda Xanthi,Antonis Rikka,03/03/1986,Defensive Midfield,Retired,03/08/2020,free transfer,09/10/2019
1651,1651,1972,2510,2510,2510,2510,2510,Skoda Xanthi,Léo Mineiro,03/02/1980,Defensive Midfield,Unknown,27/12/2017,-,01/07/2013
1652,1652,1973,2511,2511,2511,2511,2511,Skoda Xanthi,Émerson,12/04/1972,Defensive Midfield,Retired,01/05/2008,free transfer,01/01/2008
1653,1653,1977,2516,2516,2516,2516,2516,Skoda Xanthi,Paschalis Melissas,09/03/1982,Left-Back,Retired,01/07/2016,free transfer,16/09/2015
1654,1654,1982,2521,2521,2521,2521,2521,Skoda Xanthi,Vance Sikov,19/07/1985,Centre-Back,Retired,01/07/2021,free transfer,08/02/2021
1655,1655,1984,2523,2523,2523,2523,2523,Skoda Xanthi,Antonis Voulgaris,09/04/1982,Goalkeeper,Retired,01/07/2013,free transfer,01/07/2011
1656,1656,1985,2524,2524,2524,2524,2524,Skoda Xanthi,Nikolaos Anastasopoulos,05/08/1979,Goalkeeper,Retired,01/07/2015,free transfer,21/07/2014
1657,1657,2000,2543,2543,2543,2543,2543,PAOK Thessaloniki,Ilias Charalampous,25/09/1980,Left-Back,Retired,01/07/2017,free transfer,01/08/2014
1658,1658,2004,2550,2550,2550,2550,2550,PAOK Thessaloniki,Amir Azmi Megahed,14/02/1983,Centre-Back,Retired,23/09/2017,-,31/01/2017
1659,1659,2005,2551,2551,2551,2551,2551,PAOK Thessaloniki,Christos Karypidis,02/12/1982,Centre-Back,Retired,01/07/2019,free transfer,13/08/2018
1660,1660,2008,2555,2555,2555,2555,2555,AEK Athens,Oleg Venglynskyi,21/03/1978,Centre-Forward,Retired,01/03/2009,€600Th.,01/06/2007
1661,1661,2010,2557,2557,2557,2557,2557,AEK Athens,Nikolaos Lyberopoulos,04/08/1975,Centre-Forward,Retired,01/07/2012,free transfer,01/07/2010
1662,1662,2011,2558,2558,2558,2558,2558,AEK Athens,Alessandro Soares,05/02/1973,Right Winger,Retired,01/01/2014,free transfer,01/01/2013
1663,1663,2016,2564,2564,2564,2564,2564,AEK Athens,Miltiadis Sapanis,28/01/1976,Central Midfield,Retired,01/07/2015,free transfer,01/07/2012
1664,1664,2021,2570,2570,2570,2570,2570,AEK Athens,Stavros Tziortziopoulos,15/08/1978,Left-Back,Retired,01/07/2015,free transfer,01/07/2014
1665,1665,2022,2571,2571,2571,2571,2571,AEK Athens,Nikola Malbasa,12/09/1977,Left-Back,Retired,01/07/2007,free transfer,01/01/2007
1666,1666,2024,2573,2573,2573,2573,2573,AEK Athens,Vasilios Pliatsikas,14/04/1988,Centre-Back,Without Club,01/07/2021,free transfer,22/08/2020
1667,1667,2030,2580,2580,2580,2580,2580,AEK Athens,Dionysis Chiotis,04/06/1977,Goalkeeper,Retired,01/07/2017,free transfer,02/08/2016
1668,1668,2033,2584,2584,2584,2584,2584,Panathinaikos Athens,Vangelis Mantzios,22/04/1983,Centre-Forward,Retired,01/07/2022,free transfer,28/09/2020
1669,1669,2037,2588,2588,2588,2588,2588,Panathinaikos Athens,Nordin Wooter,24/08/1977,Right Winger,Retired,01/01/2008,free transfer,02/03/2007
1670,1670,2046,2597,2597,2597,2597,2597,Panathinaikos Athens,Alexandros Tziolis,13/02/1985,Defensive Midfield,Retired,23/05/2020,-,01/07/2019
1671,1671,2048,2599,2599,2599,2599,2599,Panathinaikos Athens,Igor Biscan,04/05/1978,Defensive Midfield,Retired,01/04/2012,-,03/12/2007
1672,1672,2050,2601,2601,2601,2601,2601,Panathinaikos Athens,Giannis Stathis,20/05/1987,Right-Back,Without Club,29/10/2021,free transfer,01/10/2020
1673,1673,2052,2604,2604,2604,2604,2604,Panathinaikos Athens,Anthony Seric,15/01/1979,Left-Back,Retired,01/07/2014,-,21/11/2013
1674,1674,2053,2605,2605,2605,2605,2605,Panathinaikos Athens,Grigoris Kokolakis,12/08/1986,Centre-Back,Retired,01/07/2016,free transfer,01/07/2012
1675,1675,2060,2612,2612,2612,2612,2612,Panathinaikos Athens,Michalis Siimitras,05/09/1974,Goalkeeper,Retired,01/07/2009,free transfer,01/07/2006
1676,1676,2061,2613,2613,2613,2613,2613,Panathinaikos Athens,Pierre Ebéde,09/02/1980,Goalkeeper,Retired,01/07/2021,-,01/07/2012
1677,1677,2063,2615,2615,2615,2615,2615,Olympiacos Piraeus,Alexandre D'Acol,18/07/1986,Centre-Forward,Without Club,01/07/2018,free transfer,01/01/2018
1678,1678,2064,2616,2616,2616,2616,2616,Olympiacos Piraeus,Dani García,22/12/1974,Centre-Forward,Retired,01/07/2008,free transfer,01/07/2007
1679,1679,2066,2618,2618,2618,2618,2618,Olympiacos Piraeus,Michalis Konstantinou,19/02/1978,Centre-Forward,Retired,18/01/2014,-,01/07/2013
1680,1680,2067,2620,2620,2620,2620,2620,Olympiacos Piraeus,Haruna Babangida,01/10/1982,Right Winger,Retired,01/07/2015,-,18/01/2015
1681,1681,2069,2622,2622,2622,2622,2622,Olympiacos Piraeus,Zhora Hovhannisyan,16/04/1987,Attacking Midfield,Retired,01/07/2014,free transfer,01/01/2014
1682,1682,2072,2625,2625,2625,2625,2625,Olympiacos Piraeus,Petros Filippakos,21/01/1983,Right Midfield,Retired,17/09/2013,-,01/07/2012
1683,1683,2073,2626,2626,2626,2626,2626,Olympiacos Piraeus,Milos Maric,05/03/1982,Central Midfield,Retired,01/07/2016,?,01/07/2013
1684,1684,2074,2627,2627,2627,2627,2627,Olympiacos Piraeus,Pantelis Kafes,24/06/1978,Central Midfield,Retired,01/07/2014,-,06/02/2013
1685,1685,2076,2629,2629,2629,2629,2629,Olympiacos Piraeus,Giannis Taralidis,17/05/1981,Defensive Midfield,Without Club,01/01/2020,free transfer,03/07/2019
1686,1686,2082,2636,2636,2636,2636,2636,Olympiacos Piraeus,Stelios Venetidis,19/11/1976,Left-Back,Retired,01/07/2012,free transfer,01/07/2006
1687,1687,2084,2638,2638,2638,2638,2638,Olympiacos Piraeus,Efthymios Kouloucheris,10/03/1981,Centre-Back,Retired,22/10/2014,free transfer,12/09/2014
1688,1688,2085,2639,2639,2639,2639,2639,Olympiacos Piraeus,Gabriel Schürrer,16/08/1971,Centre-Back,Retired,01/07/2007,free transfer,20/07/2006
1689,1689,2090,2644,2644,2644,2644,2644,Olympiacos Piraeus,Giannis Siderakis,16/11/1987,Goalkeeper,Retired,20/01/2017,free transfer,10/08/2016
1690,1690,2091,2647,2647,2647,2647,2647,Olympiacos Piraeus,Kleopas Giannou,04/05/1982,Goalkeeper,Retired,01/07/2008,free transfer,01/01/2008
1691,1691,2092,2648,2648,2648,2648,2648,Olympiacos Piraeus,Erwin Lemmens,12/05/1976,Goalkeeper,Retired,01/07/2010,free transfer,01/07/2009
1692,1692,2093,2649,2649,2649,2649,2649,Olympiacos Piraeus,Antonis Nikopolidis,14/01/1971,Goalkeeper,Retired,01/07/2011,free transfer,01/07/2004
