,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
3209,3209,3209,3209,US Palermo,Andrea Barzagli,08/05/1981,Centre-Back,Retired,07/01/2019,€300Th.,01/01/2011
3210,3210,3210,3210,US Palermo,Giuseppe Ingrassia,09/09/1988,Goalkeeper,Monreale,07/02/2020,free transfer,18/07/2019
3211,3211,3211,3211,US Palermo,Salvatore Sirigu,12/01/1987,Goalkeeper,SSC Napoli,08/11/2022,free transfer,03/08/2021
3212,3212,3212,3212,US Palermo,Nicola Santoni,18/01/1979,Goalkeeper,Retired,08/01/2009,?,01/07/2008
3213,3213,3213,3213,US Palermo,Federico Agliardi,11/02/1983,Goalkeeper,Retired,07/01/2021,free transfer,04/09/2020
3214,3214,3214,3214,US Palermo,Mariano Andújar,30/07/1983,Goalkeeper,Estudiantes,07/25/2016,End of loan,30/06/2016
3215,3215,3215,3215,ACF Fiorentina,Samuel Di Carmine,29/09/1988,Centre-Forward,Perugia,08/31/2022,free transfer,24/08/2021
3216,3216,3216,3216,ACF Fiorentina,Enrico Fantini,27/02/1976,Centre-Forward,Retired,,?,01/07/2013
3217,3217,3217,3217,ACF Fiorentina,Zisis Vryzas,09/11/1973,Centre-Forward,Retired,,free transfer,01/07/2007
3218,3218,3218,3218,ACF Fiorentina,Giampaolo Pazzini,02/08/1984,Centre-Forward,Retired,,-,01/09/2020
3219,3219,3219,3219,ACF Fiorentina,Valeri Bozhinov,15/02/1986,Centre-Forward,Retired,,-,18/02/2022
3220,3220,3220,3220,ACF Fiorentina,Luca Toni,26/05/1977,Centre-Forward,Retired,,free transfer,05/07/2013
3221,3221,3221,3221,ACF Fiorentina,Matthieu Bochu,31/03/1979,Attacking Midfield,Retired,,free transfer,01/07/2010
3222,3222,3222,3222,ACF Fiorentina,Guly,31/12/1981,Attacking Midfield,Retired,01/01/2020,?,16/05/2019
3223,3223,3223,3223,ACF Fiorentina,Hidetoshi Nakata,22/01/1977,Attacking Midfield,Retired,,End of loan,30/06/2006
3224,3224,3224,3224,ACF Fiorentina,Luis Jiménez,17/06/1984,Attacking Midfield,Magallanes,07/19/2022,-,01/01/2020
3225,3225,3225,3225,ACF Fiorentina,Stefano Fiore,17/04/1975,Attacking Midfield,Retired,07/01/2011,-,01/09/2009
3226,3226,3226,3226,ACF Fiorentina,Andrea De Falco,19/06/1986,Central Midfield,Tre Fiori,01/09/2022,-,27/09/2021
3227,3227,3227,3227,ACF Fiorentina,Cristian Brocchi,30/01/1976,Central Midfield,Retired,05/10/2013,€2.00m,28/08/2008
3228,3228,3228,3228,ACF Fiorentina,Martin Jörgensen,06/10/1975,Central Midfield,Retired,12/31/2014,free transfer,01/02/2010
3229,3229,3229,3229,ACF Fiorentina,Andrea Paolucci,23/11/1986,Defensive Midfield,Virtus Entella,07/26/2018,free transfer,07/07/2017
3230,3230,3230,3230,ACF Fiorentina,Luis Helguera,09/06/1976,Defensive Midfield,Retired,07/01/2013,free transfer,01/08/2008
3231,3231,3231,3231,ACF Fiorentina,Riccardo Montolivo,18/01/1985,Defensive Midfield,Retired,07/01/2019,free transfer,01/07/2012
3232,3232,3232,3232,ACF Fiorentina,Marco Donadel,21/04/1983,Defensive Midfield,Retired,06/22/2018,-,02/12/2014
3233,3233,3233,3233,ACF Fiorentina,Antonio Rizzo,28/03/1981,Right-Back,Retired,,?,01/01/2011
3234,3234,3234,3234,ACF Fiorentina,Giuseppe Pancaro,26/08/1971,Right-Back,Retired,07/01/2007,?,01/07/2006
3235,3235,3235,3235,ACF Fiorentina,Davide Brivio,17/03/1988,Left-Back,Without Club,,free transfer,31/01/2020
3236,3236,3236,3236,ACF Fiorentina,Mirko Savini,11/03/1979,Left-Back,Retired,,free transfer,11/07/2009
3237,3237,3237,3237,ACF Fiorentina,Manuel Pasqual,13/03/1982,Left-Back,Retired,01/11/2020,-,01/07/2019
3238,3238,3238,3238,ACF Fiorentina,Danilo D'Ambrosio,09/09/1988,Centre-Back,Inter,01/30/2014,?,01/01/2010
3239,3239,3239,3239,ACF Fiorentina,David Mateo,21/02/1987,Centre-Back,Retired,,-,01/07/2012
3240,3240,3240,3240,ACF Fiorentina,Antonio Aquilanti,08/11/1985,Centre-Back,Fossacesia,08/12/2022,-,20/03/2021
3241,3241,3241,3241,ACF Fiorentina,Michele Bacis,22/10/1979,Centre-Back,Retired,07/01/2011,-,01/12/2010
3242,3242,3242,3242,ACF Fiorentina,Marco Di Loreto,28/09/1974,Centre-Back,Retired,07/01/2010,,01/10/2009
3243,3243,3243,3243,ACF Fiorentina,Alessandro Gamberini,27/08/1981,Centre-Back,Retired,07/01/2018,€300Th.,24/07/2014
3244,3244,3244,3244,ACF Fiorentina,Dario Dainelli,09/06/1979,Centre-Back,Retired,,free transfer,16/07/2018
3245,3245,3245,3245,ACF Fiorentina,Per Kröldrup,31/07/1979,Centre-Back,Retired,07/01/2014,-,02/10/2013
3246,3246,3246,3246,ACF Fiorentina,Tomas Ujfalusi,24/03/1978,Centre-Back,Retired,,free transfer,04/09/2013
3247,3247,3247,3247,ACF Fiorentina,Nicolò Manfredini,01/05/1988,Goalkeeper,Benevento,07/19/2019,free transfer,13/11/2017
3248,3248,3248,3248,ACF Fiorentina,Marco Roccati,01/07/1975,Goalkeeper,Retired,,?,01/07/2007
3249,3249,3249,3249,ACF Fiorentina,Bogdan Lobont,18/01/1978,Goalkeeper,Retired,,€800Th.,08/07/2010
3250,3250,3250,3250,ACF Fiorentina,Sébastien Frey,18/03/1980,Goalkeeper,Retired,07/01/2015,?,15/07/2013
3251,3251,3251,3251,AS Roma,Stefano Okaka,09/08/1989,Centre-Forward,Basaksehir,09/08/2021,?,02/09/2019
3252,3252,3252,3252,AS Roma,Daniele Corvia,22/11/1984,Centre-Forward,Retired,,free transfer,12/07/2018
3253,3253,3253,3253,AS Roma,Shabani Nonda,06/03/1977,Centre-Forward,Retired,01/31/2010,€1.30m,01/08/2007
3254,3254,3254,3254,AS Roma,Vincenzo Montella,18/06/1974,Centre-Forward,Retired,07/02/2009,End of loan,30/06/2008
3255,3255,3255,3255,AS Roma,Antonio Cassano,12/07/1982,Second Striker,Retired,,-,27/07/2017
3256,3256,3256,3256,AS Roma,Francesco Totti,27/09/1976,Second Striker,Retired,07/01/2017,-,01/01/1993
3257,3257,3257,3257,AS Roma,Alessio Cerci,23/07/1987,Right Winger,Without Club,,-,09/10/2020
3258,3258,3258,3258,AS Roma,Rodrigo Taddei,06/03/1980,Right Winger,Retired,07/26/2016,free transfer,21/07/2014
3259,3259,3259,3259,AS Roma,Mancini,01/08/1980,Left Winger,Retired,05/16/2016,free transfer,07/01/2016
3260,3260,3260,3260,AS Roma,Simone Perrotta,17/09/1977,Attacking Midfield,Retired,07/01/2013,€7.20m,03/08/2004
3261,3261,3261,3261,AS Roma,Andrea Giacomini,04/04/1987,Left Midfield,Retired,,free transfer,01/07/2015
3262,3262,3262,3262,AS Roma,Édgar Álvarez,18/01/1980,Right Midfield,Retired,04/01/2019,-,29/07/2013
3263,3263,3263,3263,AS Roma,Leandro Greco,19/07/1986,Central Midfield,Retired,07/01/2021,free transfer,01/09/2020
3264,3264,3264,3264,AS Roma,Raffaele Longo,06/09/1977,Central Midfield,Retired,,-,01/03/2010
3265,3265,3265,3265,AS Roma,Houssine Kharja,09/11/1982,Central Midfield,Retired,07/01/2016,-,18/09/2015
3266,3266,3266,3266,AS Roma,Alberto Aquilani,07/07/1984,Central Midfield,Retired,07/01/2019,-,24/07/2018
3267,3267,3267,3267,AS Roma,Massimiliano Marsili,14/07/1987,Defensive Midfield,Casarano,07/20/2022,free transfer,05/08/2020
3268,3268,3268,3268,AS Roma,Damiano Tommasi,17/05/1974,Defensive Midfield,Retired,07/05/2019,free transfer,01/06/2019
3269,3269,3269,3269,AS Roma,Olivier Dacourt,25/09/1974,Defensive Midfield,Retired,02/08/2010,-,01/09/2009
3270,3270,3270,3270,AS Roma,Daniele De Rossi,24/07/1983,Defensive Midfield,Retired,01/06/2020,free transfer,26/07/2019
3271,3271,3271,3271,AS Roma,Gianluca Galasso,18/01/1984,Right-Back,Gaeta,07/18/2020,free transfer,16/08/2018
3272,3272,3272,3272,AS Roma,Luigi Sartor,30/01/1975,Right-Back,Retired,07/01/2009,?,01/07/2007
3273,3273,3273,3273,AS Roma,Aleandro Rosi,17/05/1987,Right-Back,Perugia,02/05/2019,-,01/07/2018
3274,3274,3274,3274,AS Roma,Christian Panucci,12/04/1973,Right-Back,Retired,08/22/2010,-,23/02/2010
3275,3275,3275,3275,AS Roma,Fabrizio Grillo,02/02/1987,Left-Back,Retired,07/01/2018,free transfer,24/08/2017
3276,3276,3276,3276,AS Roma,Andrea Briotti,02/05/1986,Left-Back,Astrea,07/01/2011,?,01/01/2011
3277,3277,3277,3277,AS Roma,Leandro Cufré,09/05/1978,Left-Back,Retired,07/01/2015,End of loan,30/06/2015
3278,3278,3278,3278,AS Roma,Daniele Magliocchetti,11/05/1986,Centre-Back,Without Club,,?,02/02/2015
3279,3279,3279,3279,AS Roma,Paolo Seppani,18/08/1986,,Ceccano,07/05/2020,free transfer,12/07/2019
3280,3280,3280,3280,AS Roma,Gianluca Freddi,29/03/1987,Centre-Back,Retired,07/01/2017,free transfer,31/01/2017
3281,3281,3281,3281,AS Roma,Cristian Chivu,26/10/1980,Centre-Back,Retired,03/31/2014,€16.00m,01/07/2007
3282,3282,3282,3282,AS Roma,Samuel Kuffour,03/09/1976,Centre-Back,Retired,01/01/2010,-,16/04/2009
3283,3283,3283,3283,AS Roma,Matteo Ferrari,05/12/1979,Centre-Back,Retired,,-,17/02/2012
3284,3284,3284,3284,AS Roma,Cesare Bovo,14/01/1983,Centre-Back,Retired,07/01/2019,-,12/09/2018
3285,3285,3285,3285,AS Roma,Philippe Mexès,30/03/1982,Centre-Back,Retired,07/01/2016,free transfer,01/07/2011
3286,3286,3286,3286,AS Roma,Francesco Maiorani,09/04/1988,,Unknown,,-,01/07/2008
3287,3287,3287,3287,AS Roma,Pietro Pipolo,02/02/1986,Goalkeeper,Retired,,End of loan,30/06/2008
3288,3288,3288,3288,AS Roma,Dimitrios Eleftheropoulos,07/08/1976,Goalkeeper,Retired,12/21/2011,free transfer,11/08/2011
3289,3289,3289,3289,AS Roma,Gianluca Curci,12/07/1985,Goalkeeper,Retired,,free transfer,23/01/2019
3290,3290,3290,3290,AS Roma,Doni,22/10/1979,Goalkeeper,Retired,08/12/2013,free transfer,31/01/2013
3291,3291,3291,3291,FC Internazionale,Loic Lumbilla Kandja,12/05/1987,Centre-Forward,Without Club,,free transfer,01/07/2013
3292,3292,3292,3292,FC Internazionale,Jacopo Ravasi,08/02/1987,Centre-Forward,Unknown,,free transfer,13/02/2018
3293,3293,3293,3293,FC Internazionale,Goran Slavkovski,08/04/1989,Centre-Forward,Retired,,-,01/01/2013
3294,3294,3294,3294,FC Internazionale,Domenico Germinale,03/06/1987,Centre-Forward,Without Club,,-,03/09/2021
3295,3295,3295,3295,FC Internazionale,Matteo Momentè,26/02/1987,Centre-Forward,Olginatese,12/30/2021,free transfer,24/08/2021
3296,3296,3296,3296,FC Internazionale,Julio Cruz,10/10/1974,Centre-Forward,Retired,07/01/2010,free transfer,01/07/2009
3297,3297,3297,3297,FC Internazionale,Obafemi Martins,28/10/1984,Centre-Forward,Retired,01/01/2021,free transfer,19/09/2020
3298,3298,3298,3298,FC Internazionale,Adriano,17/02/1982,Centre-Forward,Retired,05/28/2016,-,29/01/2016
3299,3299,3299,3299,FC Internazionale,Álvaro Recoba,17/03/1976,Second Striker,Retired,08/01/2015,free transfer,07/07/2011
3300,3300,3300,3300,FC Internazionale,Ilario Aloe,10/07/1986,Right Winger,Without Club,07/01/2015,-,01/12/2013
3301,3301,3301,3301,FC Internazionale,Andy van der Meyde,30/09/1979,Right Winger,Retired,07/01/2012,-,01/01/2012
3302,3302,3302,3302,FC Internazionale,Luís Figo,04/11/1972,Right Winger,Retired,,free transfer,01/07/2005
3303,3303,3303,3303,FC Internazionale,Tijani Belaid,06/09/1987,Attacking Midfield,Without Club,07/01/2022,free transfer,22/02/2022
3304,3304,3304,3304,FC Internazionale,Abdoulaye Diarra,12/10/1986,Left Midfield,Mil. Giarmata,07/01/2014,-,01/02/2014
3305,3305,3305,3305,FC Internazionale,Matteo Lombardo,06/03/1985,Left Midfield,Retired,,-,01/07/2011
3306,3306,3306,3306,FC Internazionale,Kily González,04/08/1974,Left Midfield,Retired,07/01/2011,free transfer,01/07/2010
3307,3307,3307,3307,FC Internazionale,Santiago Solari,07/10/1976,Left Midfield,Retired,01/01/2011,free transfer,01/08/2010
3308,3308,3308,3308,FC Internazionale,Juan Sebastián Verón,09/03/1975,Central Midfield,Retired,05/27/2017,-,01/01/2017
3309,3309,3309,3309,FC Internazionale,Georgios Karagounis,06/03/1977,Central Midfield,Retired,07/01/2014,free transfer,11/09/2012
3310,3310,3310,3310,FC Internazionale,David Pizarro,11/09/1979,Central Midfield,Retired,01/01/2019,-,30/01/2017
3311,3311,3311,3311,FC Internazionale,Dejan Stanković,11/09/1978,Central Midfield,Retired,07/06/2013,€4.00m,01/02/2004
3312,3312,3312,3312,FC Internazionale,Daniel Maa Boumsong,20/03/1987,Defensive Midfield,Retired,,?,01/07/2019
3313,3313,3313,3313,FC Internazionale,Cristiano Zanetti,19/04/1977,Defensive Midfield,Retired,01/30/2012,?,31/01/2011
3314,3314,3314,3314,FC Internazionale,Esteban Cambiasso,18/08/1980,Defensive Midfield,Retired,07/01/2017,free transfer,07/08/2015
3315,3315,3315,3315,FC Internazionale,Basty Kyeremateng,03/02/1987,,Retired,,-,24/12/2016
3316,3316,3316,3316,FC Internazionale,Daniel Semenzato,11/01/1987,Right-Back,Viterbese,01/20/2022,free transfer,29/09/2020
3317,3317,3317,3317,FC Internazionale,Zé Maria,25/07/1973,Right-Back,Retired,04/01/2008,-,01/01/2008
3318,3318,3318,3318,FC Internazionale,Javier Zanetti,10/08/1973,Right-Back,Retired,07/01/2014,€6.50m,01/07/1995
3319,3319,3319,3319,FC Internazionale,Simone Fautario,12/02/1987,Left-Back,Retired,07/01/2019,free transfer,14/12/2018
3320,3320,3320,3320,FC Internazionale,Giuseppe Favalli,08/01/1972,Left-Back,Retired,07/01/2010,free transfer,01/07/2006
3321,3321,3321,3321,FC Internazionale,Pierre Womé,26/03/1979,Left-Back,Retired,,free transfer,06/08/2015
3322,3322,3322,3322,FC Internazionale,Dennis Esposito,25/01/1988,Centre-Back,Retired,,End of loan,31/12/2011
3323,3323,3323,3323,FC Internazionale,Nicolas Giani,13/03/1986,Centre-Back,Without Club,07/01/2022,free transfer,08/08/2021
3324,3324,3324,3324,FC Internazionale,Siniša Mihajlović,20/02/1969,Centre-Back,Retired,07/01/2006,free transfer,30/07/2004
3325,3325,3325,3325,FC Internazionale,Leonardo Bonucci,01/05/1987,Centre-Back,Juventus,08/02/2018,€42.00m,21/07/2017
3326,3326,3326,3326,FC Internazionale,Marco Andreolli,10/06/1986,Centre-Back,Retired,07/01/2019,free transfer,31/01/2019
3327,3327,3327,3327,FC Internazionale,Marco Materazzi,19/08/1973,Centre-Back,Retired,01/01/2016,-,12/09/2014
3328,3328,3328,3328,FC Internazionale,Nicolás Burdisso,12/04/1981,Centre-Back,Retired,,free transfer,31/08/2017
3329,3329,3329,3329,FC Internazionale,Iván Córdoba,11/08/1976,Centre-Back,Retired,07/01/2012,€14.00m,01/01/2000
3330,3330,3330,3330,FC Internazionale,Wálter Samuel,23/03/1978,Centre-Back,Retired,07/01/2016,free transfer,23/07/2014
3331,3331,3331,3331,FC Internazionale,Mattia Barni,28/04/1988,,Retired,,,
3332,3332,3332,3332,FC Internazionale,Giacomo Bindi,02/01/1987,Goalkeeper,Retired,,?,16/08/2018
3333,3333,3333,3333,FC Internazionale,Paolo Tornaghi,21/06/1988,Goalkeeper,Without Club,,-,03/02/2022
3334,3334,3334,3334,FC Internazionale,Paolo Orlandoni,12/08/1972,Goalkeeper,Retired,,free transfer,01/07/2005
3335,3335,3335,3335,FC Internazionale,Alex Cordaz,01/01/1983,Goalkeeper,Inter,07/01/2021,free transfer,09/07/2015
3336,3336,3336,3336,FC Internazionale,Francesco Toldo,02/12/1971,Goalkeeper,Retired,07/01/2010,€26.50m,04/07/2001
3337,3337,3337,3337,FC Internazionale,Júlio César,03/09/1979,Goalkeeper,Retired,04/29/2018,-,29/01/2018
3338,3338,3338,3338,AC Milan,Matteo Ardemagni,26/03/1987,Centre-Forward,Siena,01/31/2022,End of loan,30/06/2021
3339,3339,3339,3339,AC Milan,Márcio Amoroso,05/07/1974,Centre-Forward,Retired,,-,01/07/2016
3340,3340,3340,3340,AC Milan,Christian Vieri,12/07/1973,Centre-Forward,Retired,04/01/2009,free transfer,01/07/2008
3341,3341,3341,3341,AC Milan,Filippo Inzaghi,09/08/1973,Centre-Forward,Retired,07/01/2012,€36.15m,02/07/2001
3342,3342,3342,3342,AC Milan,Alberto Gilardino,05/07/1982,Centre-Forward,Retired,,-,03/10/2017
3343,3343,3343,3343,AC Milan,Andriy Shevchenko,29/09/1976,Centre-Forward,Retired,07/28/2012,free transfer,29/08/2009
3344,3344,3344,3344,AC Milan,Sandro Bloudek,16/02/1986,Attacking Midfield,Retired,,?,01/07/2017
3345,3345,3345,3345,AC Milan,Rui Costa,29/03/1972,Attacking Midfield,Retired,07/01/2008,free transfer,01/07/2006
3346,3346,3346,3346,AC Milan,Kaká,22/04/1982,Attacking Midfield,Retired,12/17/2017,End of loan,31/12/2014
3347,3347,3347,3347,AC Milan,Serginho,27/06/1971,Left Midfield,Retired,07/01/2008,€8.90m,01/07/1999
3348,3348,3348,3348,AC Milan,Gastone Bottini,24/02/1987,Central Midfield,Unknown,,-,26/07/2021
3349,3349,3349,3349,AC Milan,Massimo Ambrosini,29/05/1977,Central Midfield,Retired,07/01/2014,free transfer,04/07/2013
3350,3350,3350,3350,AC Milan,Clarence Seedorf,01/04/1976,Central Midfield,Retired,01/14/2014,free transfer,01/07/2012
3351,3351,3351,3351,AC Milan,Gennaro Gattuso,09/01/1978,Central Midfield,Retired,07/01/2013,free transfer,01/07/2012
3352,3352,3352,3352,AC Milan,Davide Di Gennaro,16/06/1988,Defensive Midfield,Portici,10/12/2022,-,01/07/2022
3353,3353,3353,3353,AC Milan,Johann Vogel,08/03/1977,Defensive Midfield,Retired,03/01/2012,-,01/01/2012
3354,3354,3354,3354,AC Milan,Andrea Pirlo,19/05/1979,Defensive Midfield,Retired,01/01/2018,free transfer,06/07/2015
3355,3355,3355,3355,AC Milan,Federico Piazza,02/03/1987,midfield,Unknown,,?,01/07/2019
3356,3356,3356,3356,AC Milan,Dario Simic,12/11/1975,Right-Back,Retired,08/01/2010,free transfer,01/07/2010
3357,3357,3357,3357,AC Milan,Cafú,07/06/1970,Right-Back,Retired,03/01/2009,-,01/12/2008
3358,3358,3358,3358,AC Milan,Luca Antonelli,11/02/1987,Left-Back,Miami FC,02/17/2021,-,05/10/2020
3359,3359,3359,3359,AC Milan,Paolo Maldini,26/06/1968,Left-Back,Retired,07/01/2009,-,01/07/1985
3360,3360,3360,3360,AC Milan,Marek Jankulovski,09/05/1977,Left-Back,Retired,02/20/2012,-,10/10/2011
3361,3361,3361,3361,AC Milan,Elia Legati,03/01/1986,Centre-Back,Feralpisalò,01/16/2018,free transfer,12/08/2015
3362,3362,3362,3362,AC Milan,Lino Marzorati,12/10/1986,Centre-Back,Without Club,07/01/2022,free transfer,07/09/2020
3363,3363,3363,3363,AC Milan,William-Fils Aubameyang,16/02/1987,Centre-Back,Retired,,-,06/11/2014
3364,3364,3364,3364,AC Milan,Alessandro Costacurta,24/04/1966,Centre-Back,Retired,07/01/2007,End of loan,30/06/1987
3365,3365,3365,3365,AC Milan,Kakhaber Kaladze,27/02/1978,Centre-Back,Retired,07/01/2012,free transfer,31/08/2010
3366,3366,3366,3366,AC Milan,Jaap Stam,17/07/1972,Centre-Back,Retired,10/29/2007,€3.00m,01/07/2006
3367,3367,3367,3367,AC Milan,Alessandro Nesta,19/03/1976,Centre-Back,Retired,01/01/2015,-,26/11/2014
3368,3368,3368,3368,AC Milan,Davide Facchin,29/04/1987,Goalkeeper,Retired,07/01/2022,free transfer,11/07/2019
3369,3369,3369,3369,AC Milan,Eros Favaretto,29/09/1986,,Retired,,?,01/07/2008
3370,3370,3370,3370,AC Milan,Valerio Fiori,27/04/1969,Goalkeeper,Retired,07/01/2008,?,01/07/1999
3371,3371,3371,3371,AC Milan,Zeljko Kalac,16/12/1972,Goalkeeper,Retired,07/01/2010,free transfer,01/09/2009
3372,3372,3372,3372,AC Milan,Dida,07/10/1973,Goalkeeper,Retired,01/01/2016,free transfer,01/01/2014
3373,3373,3373,3373,Juventus FC,Michele Paolucci,06/02/1986,Centre-Forward,Civitanovese,07/01/2022,-,10/09/2020
3374,3374,3374,3374,Juventus FC,Marcelo Zalayeta,05/12/1978,Centre-Forward,Retired,,-,17/07/2011
3375,3375,3375,3375,Juventus FC,Fabrizio Miccoli,27/06/1979,Centre-Forward,Retired,12/15/2015,free transfer,01/07/2015
3376,3376,3376,3376,Juventus FC,Adrian Mutu,08/01/1979,Centre-Forward,Retired,07/01/2016,free transfer,17/01/2016
3377,3377,3377,3377,Juventus FC,Zlatan Ibrahimović,03/10/1981,Centre-Forward,AC Milan,01/02/2020,free transfer,23/03/2018
3378,3378,3378,3378,Juventus FC,David Trézéguet,15/10/1977,Centre-Forward,Retired,01/20/2015,free transfer,30/07/2014
3379,3379,3379,3379,Juventus FC,Samon Reider Rodríguez,28/10/1988,Second Striker,Livorno,07/11/2022,free transfer,14/12/2021
3380,3380,3380,3380,Juventus FC,Alessandro Del Piero,09/11/1974,Second Striker,Retired,01/01/2015,-,28/08/2014
3381,3381,3381,3381,Juventus FC,Pavel Nedved,30/08/1972,Left Midfield,Retired,07/01/2009,€45.00m,01/07/2001
3382,3382,3382,3382,Juventus FC,Mauro Camoranesi,04/10/1976,Right Midfield,Retired,07/01/2014,free transfer,22/07/2012
3383,3383,3383,3383,Juventus FC,Claudio Marchisio,19/01/1986,Central Midfield,Retired,10/03/2019,-,01/07/2019
3384,3384,3384,3384,Juventus FC,Rubén Olivera,04/05/1983,Central Midfield,Retired,,free transfer,06/07/2020
3385,3385,3385,3385,Juventus FC,Manuele Blasi,17/08/1980,Central Midfield,Retired,,free transfer,13/01/2017
3386,3386,3386,3386,Juventus FC,Alessio Tacchinardi,23/07/1975,Defensive Midfield,Retired,07/01/2008,free transfer,01/07/2007
3387,3387,3387,3387,Juventus FC,Giuliano Giannichedda,21/09/1974,Defensive Midfield,Retired,07/01/2008,free transfer,01/07/2007
3388,3388,3388,3388,Juventus FC,Émerson,04/04/1976,Defensive Midfield,Retired,10/16/2009,-,26/07/2009
3389,3389,3389,3389,Juventus FC,Patrick Vieira,23/06/1976,Defensive Midfield,Retired,07/14/2011,free transfer,07/01/2010
3390,3390,3390,3390,Juventus FC,Alessandro Birindelli,12/11/1974,Right-Back,Retired,07/01/2010,free transfer,20/08/2009
3391,3391,3391,3391,Juventus FC,Gianluca Zambrotta,19/02/1977,Right-Back,Retired,11/28/2013,-,19/07/2013
3392,3392,3392,3392,Juventus FC,Domenico Criscito,30/12/1986,Left-Back,Toronto,07/07/2022,free transfer,01/07/2018
3393,3393,3393,3393,Juventus FC,Gianluca Pessotto,11/08/1970,Left-Back,Retired,07/01/2006,€3.60m,01/07/1995
3394,3394,3394,3394,Juventus FC,Federico Balzaretti,06/12/1981,Left-Back,Retired,08/12/2015,€4.50m,01/08/2012
3395,3395,3395,3395,Juventus FC,Gladstone,29/01/1985,Centre-Back,Retired,,-,09/10/2020
3396,3396,3396,3396,Juventus FC,Robert Kovac,06/04/1974,Centre-Back,Retired,,€450Th.,29/01/2009
3397,3397,3397,3397,Juventus FC,Lilian Thuram,01/01/1972,Centre-Back,Retired,,€5.00m,20/07/2006
3398,3398,3398,3398,Juventus FC,Jonathan Zebina,19/07/1978,Centre-Back,Retired,,-,06/10/2014
3399,3399,3399,3399,Juventus FC,Giorgio Chiellini,14/08/1984,Centre-Back,LAFC,07/07/2022,€7.70m,01/07/2005
3400,3400,3400,3400,Juventus FC,Fabio Cannavaro,13/09/1973,Centre-Back,Retired,03/01/2012,-,01/02/2012
3401,3401,3401,3401,Juventus FC,Andrea Pozzato,11/05/1988,Goalkeeper,Briga,07/01/2016,-,01/12/2012
3402,3402,3402,3402,Juventus FC,Claudio Scarzanella,12/03/1986,Goalkeeper,Retired,,?,01/07/2016
3403,3403,3403,3403,Juventus FC,Alan Zattin,11/11/1987,Goalkeeper,Without Club,,?,01/07/2016
3404,3404,3404,3404,Juventus FC,Landry Bonnefoi,20/09/1983,Goalkeeper,Retired,07/01/2019,free transfer,30/08/2018
3405,3405,3405,3405,Juventus FC,Christian Abbiati,08/07/1977,Goalkeeper,Retired,07/01/2016,End of loan,30/06/2008
3406,3406,3406,3406,Juventus FC,Gianluigi Buffon,28/01/1978,Goalkeeper,Parma,07/01/2021,free transfer,04/07/2019
3407,3407,3407,3407,Heracles Almelo,Gertjan Tamerus,11/10/1980,Centre-Forward,Retired,07/01/2018,free transfer,01/07/2012
3408,3408,3408,3408,Heracles Almelo,Sota Hirayama,06/06/1985,Centre-Forward,Retired,01/31/2018,?,01/01/2017
3409,3409,3409,3409,Heracles Almelo,Marc Höcher,09/09/1984,Right Winger,Retired,07/01/2018,-,31/08/2017
3410,3410,3410,3410,Heracles Almelo,Denis Calincov,15/09/1985,Left Winger,Retired,,-,20/07/2016
3411,3411,3411,3411,Heracles Almelo,Thijs Sluijter,10/02/1980,Left Winger,Retired,,free transfer,01/07/2013
3412,3412,3412,3412,Heracles Almelo,Sander Weenk,01/01/1986,,Unknown,-,free transfer,01/07/2008
3413,3413,3413,3413,Heracles Almelo,Stefaan Tanghe,15/01/1972,Attacking Midfield,Retired,07/01/2012,free transfer,01/07/2010
3414,3414,3414,3414,Heracles Almelo,Mika Nurmela,26/12/1971,Right Midfield,Retired,,free transfer,01/01/2009
3415,3415,3415,3415,Heracles Almelo,Bernard Hofstede,22/09/1980,Central Midfield,Retired,07/01/2016,free transfer,01/07/2014
3416,3416,3416,3416,Heracles Almelo,Rob Maas,17/12/1969,Defensive Midfield,Retired,,free transfer,01/07/2008
3417,3417,3417,3417,Heracles Almelo,Kwame Quansah,24/11/1982,Defensive Midfield,Retired,12/01/2016,-,01/03/2016
3418,3418,3418,3418,Heracles Almelo,Remon de Vries,06/07/1979,midfield,Retired,07/01/2015,-,01/07/2014
3419,3419,3419,3419,Heracles Almelo,Mark Looms,24/03/1981,Left-Back,Retired,12/01/2013,free transfer,01/07/2012
3420,3420,3420,3420,Heracles Almelo,Ragnar Klavan,30/10/1985,Centre-Back,Paide,07/01/2021,€1.52m,17/08/2018
3421,3421,3421,3421,Heracles Almelo,Marnix Smit,10/12/1975,Centre-Back,Retired,07/01/2012,free transfer,01/07/2009
3422,3422,3422,3422,Heracles Almelo,Nico-Jan Hoogma,26/10/1968,Centre-Back,Retired,,free transfer,01/07/2004
3423,3423,3423,3423,Heracles Almelo,Jan Wuytens,09/06/1985,Centre-Back,Retired,07/01/2018,-,01/07/2017
3424,3424,3424,3424,Heracles Almelo,Peter Reekers,02/06/1981,Centre-Back,Retired,,free transfer,01/02/2013
3425,3425,3425,3425,Heracles Almelo,Rudy Jansen,02/01/1979,Centre-Back,Retired,07/01/2013,free transfer,01/07/2011
3426,3426,3426,3426,Heracles Almelo,Sergio Hellings,11/10/1984,Defender,Retired,,free transfer,01/07/2009
